vendor,name,spec,price,image_url,category,검색_쿼리,추정_인터넷총가,표본수,상태,최저가_링크,군마트가격(원),군마트_추출용량(g/ml),할인율(%)
(주)모나리자,(영외)모나리자 안심 3겹 키친타월,3겹 펄프 140매*6롤,"5,690원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36184&type=1,생활용품,모나리자 영외 모나리자 안심 3겹 키친타월 3겹 펄프 140매*6롤,,0,Cache Miss,,5690,,
(주)아로마티카,(영외)티트리 퓨리파잉 토닉 100ml,100ml,"4,590원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36232&type=1,미용/위생,아로마티카 영외 티트리 퓨리파잉 토닉 100ml,17645.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4377971741&sub-id=1003&service-code=10000003&lcd=100000071,4590,100.0,74.0
(주)포컴퍼니,아비브 콜라겐 겔마스크 수분초 젤리,35 g,"1,540원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36210&type=1,미용/위생,포컴퍼니 아비브 콜라겐 겔마스크 수분초 젤리 35 g,17940.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=3762466621&sub-id=1003&service-code=10000003&lcd=100000005,1540,35.0,91.4
(주)브리드비인터내셔널,부케가르니 나드 샴푸 시그니처,500ml,"4,900원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36280&type=1,미용/위생,브리드비인터내셔널 부케가르니 나드 샴푸 시그니처 500ml,9900.0,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8237399251&tid=1000000061,4900,500.0,50.5
(주)피죤,액츠 캡슐세제 딥클린 28입,28입,"5,630원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36314&type=1,생활용품,피죤 액츠 캡슐세제 딥클린 28입,,0,Cache Miss,,5630,,
동국제약(주),센텔리안24 링클셀 코어 아이크림 더블 기획,아이크림50ml세럼20ml,"11,160원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36296&type=1,미용/위생,동국제약 센텔리안24 링클셀 코어 아이크림 더블 기획 아이크림50ml세럼20ml,39140.0,8,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4355294606&sub-id=1003&service-code=10000003&lcd=100000005,11160,50.0,71.5
(주)브리드비인터내셔널,부케가르니 나드 핸드워시 라벤더머스크,280ml,"3,230원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36258&type=1,미용/위생,브리드비인터내셔널 부케가르니 나드 핸드워시 라벤더머스크 280ml,7000.0,20,Success,https://www.lotteon.com/p/product/LO2567388537?sitmNo=LO2567388537_2567388538&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,3230,280.0,53.9
에너자이저코리아,캘리포니아센트 스필프루프 코로나도체리,24g,"2,870원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36260&type=1,생활용품,에너자이저코리아 캘리포니아센트 스필프루프 코로나도체리 24g,4140.0,1,Low Sample,https://lowshop.net/product/detail.html?product_no=4403&cate_no=641&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open,2870,24.0,30.7
미래생활(주),잘풀리는집 리얼실키 250매3입,250매 3입,"4,260원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36272&type=1,생활용품,미래생활 잘풀리는집 리얼실키 250매3입 250매 3입,,0,Cache Miss,,4260,,
(주)세안,썬연료,220g,"1,290원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36102&type=1,생활용품,세안 썬연료 220g,24450.0,15,Success,https://smartstore.naver.com/main/products/12837639402,1290,220.0,94.7
유한킴벌리,(영외)그린핑거 마이키즈 산리오 로션플러스,320ml,"7,150원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36148&type=1,미용/위생,유한킴벌리 영외 그린핑거 마이키즈 산리오 로션플러스 320ml,14340.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=F263119040&sub-id=1&service-code=10000003,7150,320.0,50.1
깨끗한나라(주),순수한면 제로 오버12P,12p,"2,000원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36082&type=1,미용/위생,깨끗한나라 순수한면 제로 오버12P 12p,,0,Cache Miss,,2000,,
아이배냇 주식회사,(영외)버블클렌저 딸기,250ml,"5,150원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36262&type=1,미용/위생,아이배냇 영외 버블클렌저 딸기 250ml,15390.0,18,Success,https://link.auction.co.kr/gate/pcs?item-no=E929211871&sub-id=1&service-code=10000003,5150,250.0,66.5
주식회사 자연인,아이소이 인텐시브 리프팅 스팟,25ml,"11,970원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36072&type=1,미용/위생,자연인 아이소이 인텐시브 리프팅 스팟 25ml,28160.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4376844292&sub-id=1003&service-code=10000003&lcd=100000005,11970,25.0,57.5
(주)와이어트,닥터포헤어 피토프레시 지성 샴푸 500ml,500ml,"10,510원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36116&type=1,미용/위생,와이어트 닥터포헤어 피토프레시 지성 샴푸 500ml,21625.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4378075908&sub-id=1003&service-code=10000003&lcd=100000071,10510,500.0,51.4
라이온코리아(주),시스테마스탠다드칫솔,1입,"1,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=5388&type=1,미용/위생,라이온코리아 시스테마스탠다드칫솔 1입,,0,Cache Miss,,1480,,
라이온코리아(주),아이깨끗해청포도,250ml,"3,080원",https://www.welfare.mil.kr/shop/imgView.do?p_code=5354&type=1,미용/위생,라이온코리아 아이깨끗해청포도 250ml,5425.0,19,Success,https://smartstore.naver.com/main/products/7174367773,3080,250.0,43.2
대상(주),(영외)맛소금,500G,"1,280원",https://www.welfare.mil.kr/shop/imgView.do?p_code=3094&type=1,식품,대상 영외 맛소금 500G,6460.0,20,Success,https://search.shopping.naver.com/catalog/51929490059,1280,500.0,80.2
(주)동원에프앤비,라이트스텐다드 100g,100G,"1,770원",https://www.welfare.mil.kr/shop/imgView.do?p_code=3118&type=1,식품,동원에프앤비 라이트스텐다드 100g 100G,16583.33333333333,20,Success,https://smartstore.naver.com/main/products/12211589983,1770,100.0,89.3
(주)농심,오징어짬뽕,124G,940원,https://www.welfare.mil.kr/shop/imgView.do?p_code=4238&type=1,식품,농심 오징어짬뽕 124G,15600.0,20,Success,https://smartstore.naver.com/main/products/13300215671,940,124.0,94.0
(주)태성사,고신축조임이,32G,"3,640원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6082&type=1,의류/군수품,태성사 고신축조임이 32G,,0,Capacity Parse Failed,,3640,32.0,
해현상사(주),기능성군번줄,23g,"3,000원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6266&type=1,의류/군수품,해현상사 기능성군번줄 23g,,0,Max Retries,,3000,23.0,
남양유업(주),불가리스 위쎈,150ml,"1,000원",https://www.welfare.mil.kr/shop/imgView.do?p_code=28428&type=1,식품,남양유업 불가리스 위쎈 150ml,1727.5,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=3828560316&sub-id=1003&service-code=10000003&lcd=100000094,1000,150.0,42.1
매일유업(주),바리스타룰스마다가스카르바닐라빈라떼,325ml,"1,610원",https://www.welfare.mil.kr/shop/imgView.do?p_code=28410&type=1,음료,매일유업 바리스타룰스마다가스카르바닐라빈라떼 325ml,5690.000000000001,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=4959705579&tid=1000000061,1610,325.0,71.7
매일유업(주),매일 요구르트 로어슈거,280ml,660원,https://www.welfare.mil.kr/shop/imgView.do?p_code=28426&type=1,음료,매일유업 매일 요구르트 로어슈거 280ml,2546.0,12,Success,https://smartstore.naver.com/main/products/13272801432,660,280.0,74.1
풀무원다논 주식회사,풀무원다논 그릭 플레인,90g*8,"2,980원",https://www.welfare.mil.kr/shop/imgView.do?p_code=28396&type=1,식품,풀무원다논 풀무원다논 그릭 플레인 90g*8,9866.5,20,Success,https://smartstore.naver.com/main/products/13337272487,2980,720.0,69.8
남양유업(주),불가리스 사과,150ml,810원,https://www.welfare.mil.kr/shop/imgView.do?p_code=28442&type=1,음료,남양유업 불가리스 사과 150ml,3692.5,20,Success,https://smartstore.naver.com/main/products/3298796987,810,150.0,78.1
서울우유협동조합,서울우유 병2.3L,2300ml,"6,180원",https://www.welfare.mil.kr/shop/imgView.do?p_code=28438&type=1,식품,서울우유협동조합 서울우유 병2.3L 2300ml,7500.0,1,Low Sample,https://smartstore.naver.com/main/products/7916453709,6180,2300.0,17.6
롯데칠성음료(주),핫식스더킹제로,355㎖,940원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35850&type=1,음료,롯데칠성음료 핫식스더킹제로 355㎖,,0,Cache Miss,,940,,
(주)동서,오션스프레이 스파클링 피치 크랜베리,345ml,610원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35858&type=1,음료,동서 오션스프레이 스파클링 피치 크랜베리 345ml,19650.0,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=6434173451&tid=1000000061,610,345.0,96.9
대상웰라이프(주),마이밀 뉴프로틴 오리지널,190ml,"1,020원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35834&type=1,식품,대상웰라이프 마이밀 뉴프로틴 오리지널 190ml,43575.0,20,Success,https://smartstore.naver.com/main/products/10393304948,1020,190.0,97.7
비알코리아(주),제로스파클링자두,350ml,620원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35892&type=1,음료,비알코리아 제로스파클링자두 350ml,16200.0,19,Success,https://smartstore.naver.com/main/products/11797056381,620,350.0,96.2
(주)인터비앤에프,분다버그 핑크 그레이프프루트,375ml,"2,690원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35922&type=1,음료,인터비앤에프 분다버그 핑크 그레이프프루트 375ml,2179.166666666667,20,Success,https://smartstore.naver.com/main/products/7594057733,2690,375.0,-23.4
롯데칠성음료(주),오랑지나,420㎖,640원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35832&type=1,음료,롯데칠성음료 오랑지나 420㎖,,0,Cache Miss,,640,,
(주)유앤아이엔젤스,돈시몬 착즙 적포도 주스,2l,"8,470원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35924&type=1,음료,유앤아이엔젤스 돈시몬 착즙 적포도 주스 2l,53820.0,1,Low Sample,https://link.gmarket.co.kr/gate/pcs?item-no=4040802061&sub-id=1003&service-code=10000003&lcd=100000094,8470,2000.0,84.3
(주)씨엔,삼다향 한라봉감귤 주스,320ml,"1,880원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35906&type=1,음료,씨엔 삼다향 한라봉감귤 주스 320ml,21250.0,19,Success,https://smartstore.naver.com/main/products/12726205847,1880,320.0,91.2
대상웰라이프(주),흑삼 대보 골드,100ml*10,"13,000원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35826&type=1,건강기능식품,대상웰라이프 흑삼 대보 골드 100ml*10,30150.0,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9060563278&tid=1000000061,13000,1000.0,56.9
남양유업(주),테이크핏 맥스 초코맛,250ml,"1,130원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35864&type=1,식품,남양유업 테이크핏 맥스 초코맛 250ml,14310.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4286554705&sub-id=1003&service-code=10000003&lcd=100000068,1130,250.0,92.1
(주)쟈뎅,시그니처 로얄 헤이즐넛 230ml,230ml,400원,https://www.welfare.mil.kr/shop/imgView.do?p_code=35872&type=1,음료,쟈뎅 시그니처 로얄 헤이즐넛 230ml,770.0,20,Success,https://smartstore.naver.com/main/products/8907646964,400,230.0,48.1
(주)유앤아이엔젤스,돈시몬 착즙 애플주스,1L,"4,780원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35820&type=1,음료,유앤아이엔젤스 돈시몬 착즙 애플주스 1L,,0,Capacity Parse Failed,,4780,1000.0,
웅진식품(주),자연은 사과 100,1500ml,"1,940원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35852&type=1,식품,웅진식품 자연은 사과 100 1500ml,27800.0,20,Success,https://smartstore.naver.com/main/products/9089653929,1940,1500.0,93.0
(주)동서,오션스프레이 자몽 1.89l,1.89L,"4,920원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34398&type=1,음료,동서 오션스프레이 자몽 1.89l 1.89L,19900.0,20,Success,http://www.dongsuhshop.com/index.html?branduid=3559540&ref=naver_open,4920,1890.0,75.3
(주)빙그레,슈퍼부스트 수분충전,500ml,"1,020원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34350&type=1,식품,빙그레 슈퍼부스트 수분충전 500ml,23230.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4570949937&sub-id=1003&service-code=10000003&lcd=100000094,1020,500.0,95.6
남양유업(주),테이크핏 맥스 고소한맛,250ml,"1,130원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34404&type=1,음료,남양유업 테이크핏 맥스 고소한맛 250ml,33760.0,20,Success,https://smartstore.naver.com/main/products/12774745786,1130,250.0,96.7
매일유업(주),매일야채 고농축 토마토의 힘,125ml*4,"2,360원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34362&type=1,음료,매일유업 매일야채 고농축 토마토의 힘 125ml*4,4880.0,20,Success,https://smartstore.naver.com/main/products/12390280693,2360,500.0,51.6
에이치케이이노엔㈜,Tealog 납작복숭아 아이스티,500ml,630원,https://www.welfare.mil.kr/shop/imgView.do?p_code=34424&type=1,음료,에이치케이이노엔㈜ Tealog 납작복숭아 아이스티 500ml,18900.0,19,Success,https://smartstore.naver.com/main/products/11757148930,630,500.0,96.7
에이치케이이노엔㈜,Tealog 청귤 아이스티,500ml,630원,https://www.welfare.mil.kr/shop/imgView.do?p_code=34352&type=1,식품,에이치케이이노엔㈜ Tealog 청귤 아이스티 500ml,18900.0,19,Success,https://smartstore.naver.com/main/products/12586237923,630,500.0,96.7
웅진식품(주),자연은 감귤,500ml,740원,https://www.welfare.mil.kr/shop/imgView.do?p_code=34408&type=1,음료,웅진식품 자연은 감귤 500ml,3368.75,20,Success,https://smartstore.naver.com/main/products/12640138072,740,500.0,78.0
웰그린(주),애플망고,230ml,570원,https://www.welfare.mil.kr/shop/imgView.do?p_code=34348&type=1,식품,웰그린 애플망고 230ml,665.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=3176916239&sub-id=1003&service-code=10000003&lcd=100000094,570,230.0,14.3
(주)빙그레,빙그레 아연워터,500ml,"1,000원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34422&type=1,음료,빙그레 빙그레 아연워터 500ml,30300.0,20,Success,https://smartstore.naver.com/main/products/10596694437,1000,500.0,96.7
(주)엠탑,아침에주스 포도주스,350ml,"1,260원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34412&type=1,음료,엠탑 아침에주스 포도주스 350ml,,0,Capacity Parse Failed,,1260,350.0,
비알코리아(주),던킨 아메리카노,400ml,"1,130원",https://www.welfare.mil.kr/shop/imgView.do?p_code=34396&type=1,음료,비알코리아 던킨 아메리카노 400ml,14515.0,20,Success,https://smartstore.naver.com/main/products/9942338622,1130,400.0,92.2
동아오츠카(주),나랑드사이다 그린애플,245ml,380원,https://www.welfare.mil.kr/shop/imgView.do?p_code=34386&type=1,음료,동아오츠카 나랑드사이다 그린애플 245ml,13190.0,20,Success,https://search.shopping.naver.com/catalog/53688330407,380,245.0,97.1
롯데칠성음료(주),칠성사이다제로(1.5L),1500ml,"1,210원",https://www.welfare.mil.kr/shop/imgView.do?p_code=33584&type=1,음료,롯데칠성음료 칠성사이다제로 1.5L 1500ml,8320.000000000002,20,Success,https://smartstore.naver.com/main/products/8946023740,1210,1500.0,85.5
롯데칠성음료(주),칸타타아이스블랙커피,230ml,470원,https://www.welfare.mil.kr/shop/imgView.do?p_code=33590&type=1,음료,롯데칠성음료 칸타타아이스블랙커피 230ml,6400.0,19,Success,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9245947284&ctag=9245947284&lptag=I11437038289&itemId=11437038289&vendorItemId=94439701837&spec=10305199,470,230.0,92.7
웰그린(주),샤인머스켓,230ml,500원,https://www.welfare.mil.kr/shop/imgView.do?p_code=33646&type=1,식품,웰그린 샤인머스켓 230ml,1935.0,20,Success,https://coffee79.co.kr/product/detail.html?product_no=3185&cate_no=377&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open,500,230.0,74.2
(주)지엘,보온대(박상병핫팩),150g,430원,https://www.welfare.mil.kr/shop/imgView.do?p_code=6328&type=1,생활용품,지엘 보온대 박상병핫팩 150g,,0,Max Retries,,430,150.0,
남양유업(주),초코에몽,180ml,760원,https://www.welfare.mil.kr/shop/imgView.do?p_code=28460&type=1,음료,남양유업 초코에몽 180ml,,0,Max Retries,,760,180.0,
(주)이롬,이롬황성주국산콩두유검은콩고칼슘,190ml,550원,https://www.welfare.mil.kr/shop/imgView.do?p_code=28464&type=1,음료,이롬 이롬황성주국산콩두유검은콩고칼슘 190ml,18600.0,18,Success,https://www.hmall.com/md/pda/itemPtc?ReferCode=429&slitmCd=2141084889&utm_source=naver&utm_medium=cps_pcs&utm_campaign=sale,550,190.0,97.0
(주)동원에프앤비,덴마크 인포켓 치즈,20g,740원,https://www.welfare.mil.kr/shop/imgView.do?p_code=4554&type=1,식품,동원에프앤비 덴마크 인포켓 치즈 20g,13355.0,20,Success,https://smartstore.naver.com/main/products/10208848990,740,20.0,94.5
매일유업(주),바리스타룰스에스프레소라떼250ml,250ml,"1,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=4572&type=1,식품,매일유업 바리스타룰스에스프레소라떼250ml,17000.0,20,Success,https://smartstore.naver.com/main/products/8023829674,1480,250.0,91.3
서울우유협동조합,서울우유 병1.8L,1.8l,"4,920원",https://www.welfare.mil.kr/shop/imgView.do?p_code=4580&type=1,음료,서울우유협동조합 서울우유 병1.8L 1.8l,23230.8,16,Success,https://smartstore.naver.com/main/products/7916447830,4920,1800.0,78.8
웅진식품(주),자연은 토마토,500ml,780원,https://www.welfare.mil.kr/shop/imgView.do?p_code=33638&type=1,식품,웅진식품 자연은 토마토 500ml,20900.0,20,Success,https://smartstore.naver.com/main/products/12596696432,780,500.0,96.3
