vendor,name,spec,price,image_url,category,검색_쿼리,추정_인터넷총가,표본수,상태,최저가_링크,군마트가격(원),군마트_추출용량(g/ml),할인율(%)
(주)댑코리아,분리형 매쉬 드로즈GMP9010BK,100호/178g,"8,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36060&type=1,의류/군수품,댑코리아 분리형 매쉬 드로즈GMP9010BK 100호/178g,,0,Capacity Parse Failed,,8090,178.0,
(주)휠팩,(영외)휠팩 솔리드2 여행가방(화물용),24인치/블랙,"84,660원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36216&type=1,생활용품,휠팩 영외 휠팩 솔리드2 여행가방 화물용 24인치/블랙,,0,Cache Miss,,84660,,
(주)피죤,드릴펑 1L,1000ml,"1,850원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36244&type=1,생활용품,피죤 드릴펑 1L 1000ml,6840.0,20,Success,https://smartstore.naver.com/main/products/11993203545,1850,1000.0,73.0
한국쓰리엠(주),3M 클립형 막대걸레,1개,"14,590원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36246&type=1,생활용품,한국쓰리엠 3M 클립형 막대걸레 1개,,0,Cache Miss,,14590,,
주식회사 자연인,아이소이 브라이트닝 크림,35ml,"11,660원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36106&type=1,미용/위생,자연인 아이소이 브라이트닝 크림 35ml,35820.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4376846280&sub-id=1003&service-code=10000003&lcd=100000005,11660,35.0,67.4
주식회사 무궁화,표백비누(4B),230g*4,"2,870원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36122&type=1,미용/위생,무궁화 표백비누 4B 230g*4,22960.0,20,Success,https://search.shopping.naver.com/catalog/51929186707,2870,920.0,87.5
㈜해브앤비,닥터자르트 시카페어 페이셜 카밍 미스트,150ml,"6,400원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36144&type=1,미용/위생,㈜해브앤비 닥터자르트 시카페어 페이셜 카밍 미스트 150ml,10080.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4714606651&sub-id=1003&service-code=10000003&lcd=100000005,6400,150.0,36.5
라이온코리아(주),참그린 매실 1.2L,1.2L,"2,350원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36304&type=1,생활용품,라이온코리아 참그린 매실 1.2L,9900.0,9,Success,https://display.cjonstyle.com/p/item/2021194931?infl_cd=I0696&utm_medium=pcs&utm_source=naver,2350,1200.0,76.3
(주)테이팩스,니트릴 위생장갑 중형(100매),350g,"4,540원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36038&type=1,미용/위생,테이팩스 니트릴 위생장갑 중형 100매 350g,,0,Capacity Parse Failed,,4540,350.0,
(주)엘지생활건강,홈스타 살균 세정티슈 기름찌든때용,60매,"4,400원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36068&type=1,생활용품,엘지생활건강 홈스타 살균 세정티슈 기름찌든때용 60매,,0,Cache Miss,,4400,,
주식회사샤바스,발에 착 붙은 다용도 욕실화(발포PVC),265mm,"4,070원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36284&type=1,생활용품,샤바스 발에 착 붙은 다용도 욕실화 발포PVC 265mm,,0,Cache Miss,,4070,,
(주)트랜드아이,더블유드레스룸 퍼퓸 핸드크림 에이프릴코튼,50ml,"2,740원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36152&type=1,미용/위생,트랜드아이 더블유드레스룸 퍼퓸 핸드크림 에이프릴코튼 50ml,9810.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4455349661&sub-id=1003&service-code=10000003&lcd=100000071,2740,50.0,72.1
한울허브팜,리꼬 베이비 프리미엄,412g(70매),"1,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36034&type=1,미용/위생,한울허브팜 리꼬 베이비 프리미엄 412g(70매),,0,Capacity Parse Failed,,1440,412.0,
주식회사 올덴,프리미엄 화롯불 담요 방석형 핫팩,540g,"1,810원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36048&type=1,생활용품,올덴 프리미엄 화롯불 담요 방석형 핫팩 540g,39200.0,16,Success,https://smartstore.naver.com/main/products/12913984913,1810,540.0,95.4
(주)위너스,안전캡 개별절전 4구3M,8*8*30.5/16a 250v,"16,430원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36308&type=1,생활용품,위너스 안전캡 개별절전 4구3M 8*8*30.5/16a 250v,,0,Cache Miss,,16430,,
(주)한영코리아,워크4.8아치탭플러스(SSCL2Z0990),L / 137g,"26,400원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36294&type=1,스포츠/레저,한영코리아 워크4.8아치탭플러스 SSCL2Z0990 L / 137g,,0,Capacity Parse Failed,,26400,137.0,
(주)피죤,액츠 퍼펙트 딥클린 2L,2000ml,"2,870원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35990&type=1,생활용품,피죤 액츠 퍼펙트 딥클린 2L 2000ml,8187.5,19,Success,https://smartstore.naver.com/main/products/9211048147,2870,2000.0,64.9
(주)아주,다용도 종이용기 1100cc,1100cc/15개입,"3,780원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36250&type=1,생활용품,아주 다용도 종이용기 1100cc 1100cc/15개입,,0,Cache Miss,,3780,,
한국쓰리엠(주),3M 고리형 그레이 고무장갑,중형 1개입,"2,040원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36236&type=1,생활용품,한국쓰리엠 3M 고리형 그레이 고무장갑 중형 1개입,,0,Cache Miss,,2040,,
(주)레이지소사이어티,시카 쉐이빙젤 2.3,250ml,"5,940원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36164&type=1,미용/위생,레이지소사이어티 시카 쉐이빙젤 2.3 250ml,15900.0,19,Success,https://search.shopping.naver.com/catalog/51929263941,5940,250.0,62.6
(주)엘지생활건강,엘라스틴 아미노 프로틴 클리닉 컨디셔너,855ml,"4,500원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36228&type=1,미용/위생,엘지생활건강 엘라스틴 아미노 프로틴 클리닉 컨디셔너 855ml,12820.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=3519460704&sub-id=1003&service-code=10000003&lcd=100000071,4500,855.0,64.9
(주)댑코리아,(영외)80D스타킹3매SSTO0001BK,블랙 / free,"10,140원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36252&type=1,의류/군수품,댑코리아 영외 80D스타킹3매SSTO0001BK 블랙 / free,,0,Cache Miss,,10140,,
라이온코리아(주),아이깨끗해프리미엄 힐링코튼 400ml,400ml,"3,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36320&type=1,미용/위생,라이온코리아 아이깨끗해프리미엄 힐링코튼 400ml,,0,Max Retries,,3480,400.0,
(주)피죤,고농축피죤 미스틱레인 2.3L,2300ml,"4,600원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36266&type=1,생활용품,피죤 고농축피죤 미스틱레인 2.3L 2300ml,,0,Max Retries,,4600,2300.0,
(주)포컴퍼니,아비브 어성초 에센스 카밍펌프 기획,50ml+50ml,"8,180원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36128&type=1,미용/위생,포컴퍼니 아비브 어성초 에센스 카밍펌프 기획 50ml+50ml,12037.5,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=3852632489&sub-id=1003&service-code=10000003&lcd=100000005,8180,50.0,32.0
주식회사 네오팜,리얼베리어 아쿠아 수딩 크림 100ml,100ml,"5,840원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36234&type=1,미용/위생,네오팜 리얼베리어 아쿠아 수딩 크림 100ml,10340.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=F485010973&sub-id=1&service-code=10000003,5840,100.0,43.5
KT&G,레종아이스프레쏘(면세),84mm 20개비,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=32338&type=1,담배,KT&G 레종아이스프레쏘 면세 84mm 20개비,,0,Cache Miss,,790,,
(주)모리스,저스트클릭 S 네임펜(블랙),0.7mm,940원,https://www.welfare.mil.kr/shop/imgView.do?p_code=36400&type=1,생활용품,모리스 저스트클릭 S 네임펜 블랙 0.7mm,,0,Cache Miss,,940,,
(주)도루코,도루코프로컷S날,10매,270원,https://www.welfare.mil.kr/shop/imgView.do?p_code=6644&type=1,생활용품,도루코 도루코프로컷S날 10매,,0,Cache Miss,,270,,
(주) 용생,얼룩임무수첩,64절,"1,590원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6638&type=1,생활용품,용생 얼룩임무수첩 64절,,0,Cache Miss,,1590,,
한국쓰리엠(주),3M 포스트잇 노트 653 레인보우,400매,"1,720원",https://www.welfare.mil.kr/shop/imgView.do?p_code=37832&type=1,생활용품,한국쓰리엠 3M 포스트잇 노트 653 레인보우 400매,,0,Cache Miss,,1720,,
한국파이롯트(주),아크로볼 유성볼펜 블랙 0.7mm,0.7mm,"1,110원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36398&type=1,생활용품,한국파이롯트 아크로볼 유성볼펜 블랙 0.7mm,,0,Cache Miss,,1110,,
(주)농심,신라면,120G,740원,https://www.welfare.mil.kr/shop/imgView.do?p_code=3098&type=1,식품,농심 신라면 120G,3600.0,13,Success,https://shopping.naver.com/outlink/itemdetail/6052976151,740,120.0,79.4
(주)한기 글로벌,PGA 암막 3단 완전자동우산(블랙),블랙,"9,210원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36052&type=1,생활용품,한기 글로벌 PGA 암막 3단 완전자동우산 블랙,,0,Cache Miss,,9210,,
(주)한기 글로벌,PGA암막 70 자동장우산,블랙,"9,210원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36042&type=1,생활용품,한기 글로벌 PGA암막 70 자동장우산 블랙,,0,Cache Miss,,9210,,
(주)크리오,엑스퍼트맥스플러스항균이중미세모,4입,"1,930원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36054&type=1,미용/위생,크리오 엑스퍼트맥스플러스항균이중미세모 4입,,0,Cache Miss,,1930,,
(주)스킨푸드,레몬버베나바디로션,450ml,"4,920원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36130&type=1,미용/위생,스킨푸드 레몬버베나바디로션 450ml,8930.0,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8189305337&tid=1000000061,4920,450.0,44.9
코스코,스위스볼트 멀티후레쉬,145*34mm,"16,180원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36288&type=1,스포츠/레저,코스코 스위스볼트 멀티후레쉬 145*34mm,,0,Cache Miss,,16180,,
(주)필립스코리아,필립스 전기면도기 X5007,377g,"89,200원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36186&type=1,전자,필립스코리아 필립스 전기면도기 X5007 377g,260028.1081081081,1,Low Sample,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=7737997399&ctag=7737997399&lptag=I26589247865&itemId=26589247865&vendorItemId=94827672634&spec=10305199,89200,377.0,65.7
(주)더파운더즈,아누아 어성초 80 수분 진정 앰플,30ml,"7,270원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36174&type=1,미용/위생,더파운더즈 아누아 어성초 80 수분 진정 앰플 30ml,19525.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=F483719999&sub-id=1&service-code=10000003,7270,30.0,62.8
(주)엘지생활건강,테크 파워시트 특유취제거,30매,"6,650원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36056&type=1,생활용품,엘지생활건강 테크 파워시트 특유취제거 30매,,0,Cache Miss,,6650,,
(주)댑코리아,(동계)HOT기모내의하의GMUW9024BK,100호/187g,"8,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35996&type=1,의류/군수품,댑코리아 동계 HOT기모내의하의GMUW9024BK 100호/187g,,0,Capacity Parse Failed,,8090,187.0,
파나소닉코리아(주),파나소닉 구강세정기 제트워셔 EW-DJ31,1개,"83,600원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36158&type=1,미용/위생,파나소닉코리아 파나소닉 구강세정기 제트워셔 EW-DJ31 1개,,0,Cache Miss,,83600,,
(주)휠팩,(영외)휠팩 솔리드2 여행가방(기내용),20인치/블랙,"70,430원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36274&type=1,생활용품,휠팩 영외 휠팩 솔리드2 여행가방 기내용 20인치/블랙,,0,Cache Miss,,70430,,
(주)한영코리아,(동계)네파제파르동내의상의7K7EC29,100호,"14,340원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36120&type=1,의류/군수품,한영코리아 동계 네파제파르동내의상의7K7EC29 100호,,0,Cache Miss,,14340,,
유한양행,해피홈 아웃도어 에어로솔,150ml,"2,890원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36150&type=1,생활용품,유한양행 해피홈 아웃도어 에어로솔 150ml,7380.0,20,Success,https://search.shopping.naver.com/catalog/52484829730,2890,150.0,60.8
㈜에스엠벡셀 배터리,벡셀 기모장갑BLG201M,M,"1,740원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35994&type=1,생활용품,㈜에스엠벡셀 배터리 벡셀 기모장갑BLG201M,,0,Cache Miss,,1740,,
㈜해브앤비,Dr.jart 세라마이딘 스킨베리어모이스처라이징립밤,7g,"6,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36022&type=1,미용/위생,㈜해브앤비 Dr.jart 세라마이딘 스킨베리어모이스처라이징립밤 7g,21050.0,20,Success,https://smartstore.naver.com/main/products/13302669967,6100,7.0,71.0
(주)드림하트,드림하트 천연라텍스 일반형 남자 블랙 깔창,98g,"7,220원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36024&type=1,생활용품,드림하트 드림하트 천연라텍스 일반형 남자 블랙 깔창 98g,,0,Capacity Parse Failed,,7220,98.0,
유한킴벌리,크리넥스 안심 물티슈,20매×4개,"1,980원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36050&type=1,미용/위생,유한킴벌리 크리넥스 안심 물티슈 20매×4개,,0,Cache Miss,,1980,,
(주)엘지생활건강,스케일링케어 스트롱 민트,100g*3,"4,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36322&type=1,미용/위생,엘지생활건강 스케일링케어 스트롱 민트 100g*3,27810.0,20,Success,https://www.lotteimall.com/coop/affilGate.lotte?chl_no=141370&chl_dtl_no=2540914&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=1966304148&utm_source=naver&utm_medium=affiliate&utm_campaign=price_compare,4440,300.0,84.0
(주)미가노,무슈제이 베이직 아쿠아[1+1(리필)],200ml + 200ml,"8,570원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36268&type=1,미용/위생,미가노 무슈제이 베이직 아쿠아 1+1 리필 200ml + 200ml,26530.0,6,Success,https://link.auction.co.kr/gate/pcs?item-no=F258111394&sub-id=1&service-code=10000003,8570,200.0,67.7
주식회사 인스코비,한독 클래식시계 (HD635 AQ),1개입,"89,910원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36000&type=1,생활용품,인스코비 한독 클래식시계 HD635 AQ 1개입,,0,Cache Miss,,89910,,
(주)피죤,스프레이피죤 블루비앙카 490ml,490ml,"2,000원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36058&type=1,생활용품,피죤 스프레이피죤 블루비앙카 490ml,10500.0,20,Success,https://search.shopping.naver.com/catalog/52380156629,2000,490.0,81.0
(주)한영코리아,네파바체남드로즈7I1EC22,100 / 51g,"9,040원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36138&type=1,의류/군수품,한영코리아 네파바체남드로즈7I1EC22 100 / 51g,,0,Capacity Parse Failed,,9040,51.0,
한국피앤지판매(유),(557.1 프로블레이드) 질레트 퓨전 매뉴얼 면도기,면도기 면도날2,"8,400원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36264&type=1,미용/위생,한국피앤지판매(유) 557.1 프로블레이드 질레트 퓨전 매뉴얼 면도기 면도기 면도날2,,0,Cache Miss,,8400,,
(주)포컴퍼니,아비브 약산성 pH 시트 마스크 어성초 핏,30 ml,"1,030원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36218&type=1,미용/위생,포컴퍼니 아비브 약산성 pH 시트 마스크 어성초 핏 30 ml,5367.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4455343949&sub-id=1003&service-code=10000003&lcd=100000005,1030,30.0,80.8
㈜에스엠벡셀 배터리,벡셀 하이엔드건전지 AAA2입,aaa/1.5v,770원,https://www.welfare.mil.kr/shop/imgView.do?p_code=36222&type=1,생활용품,㈜에스엠벡셀 배터리 벡셀 하이엔드건전지 AAA2입 aaa/1.5v,,0,Cache Miss,,770,,
서린컴퍼니(주),라운드랩 포 맨 자작나무 쉐이빙 클렌징 폼,120ml,"5,020원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36220&type=1,미용/위생,서린컴퍼니 라운드랩 포 맨 자작나무 쉐이빙 클렌징 폼 120ml,10470.0,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=7978131636&tid=1000000061,5020,120.0,52.1
(주)나무인터내셔널,나무젓가락,15p,550원,https://www.welfare.mil.kr/shop/imgView.do?p_code=36028&type=1,생활용품,나무인터내셔널 나무젓가락 15p,,0,Cache Miss,,550,,
신성통상(주),에어메쉬탱크MWE5TL1201,100/137g,"11,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36224&type=1,의류/군수품,신성통상 에어메쉬탱크MWE5TL1201 100/137g,,0,Capacity Parse Failed,,11100,137.0,
(주)피죤,액츠 퍼펙트 베이킹 2L,2000ml,"2,870원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36282&type=1,생활용품,피죤 액츠 퍼펙트 베이킹 2L 2000ml,7595.833333333332,20,Success,https://smartstore.naver.com/main/products/9211051615,2870,2000.0,62.2
(주)포컴퍼니,아비브 딥 클린 폼 클렌저 수분초 히알루론 폼,150ml,"4,920원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36194&type=1,미용/위생,포컴퍼니 아비브 딥 클린 폼 클렌저 수분초 히알루론 폼 150ml,14200.0,20,Success,https://search.shopping.naver.com/catalog/51929028596,4920,150.0,65.4
한국피앤지판매(유),(프로블레이드)질레트 퓨전 매뉴얼 면도날,4입,"11,390원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36238&type=1,미용/위생,한국피앤지판매(유) 프로블레이드 질레트 퓨전 매뉴얼 면도날 4입,,0,Cache Miss,,11390,,
㈜에스엠벡셀 배터리,벡셀 일체형C타입보조배터리 5000mAh,79*27*46mm/95g,"10,960원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36242&type=1,전자,㈜에스엠벡셀 배터리 벡셀 일체형C타입보조배터리 5000mAh 79*27*46mm/95g,,0,Capacity Parse Failed,,10960,95.0,
파나소닉코리아(주),파나소닉LAMDASH 전기면도기 ES-BLT4B,1개,"102,200원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36046&type=1,전자,파나소닉코리아 파나소닉LAMDASH 전기면도기 ES-BLT4B 1개,,0,Cache Miss,,102200,,
(주)피죤,액츠 프리미엄젤 프레시 2.7L,2700ml,"5,330원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36036&type=1,생활용품,피죤 액츠 프리미엄젤 프레시 2.7L 2700ml,14995.0,20,Success,https://search.shopping.naver.com/catalog/53228196793,5330,2700.0,64.5
(주)까르멘,레노마 가드포스 워치 실버 CM-7000SLV,ea,"34,900원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36040&type=1,패션/잡화/뷰티,까르멘 레노마 가드포스 워치 실버 CM-7000SLV ea,,0,Cache Miss,,34900,,
(주)토니모리,어성초시카쿨링수분크림,100ml,"5,640원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36204&type=1,미용/위생,토니모리 어성초시카쿨링수분크림 100ml,14115.0,19,Success,https://search.shopping.naver.com/catalog/51929503315,5640,100.0,60.0
㈜이니스프리,이니스프리 퍼펙트9 인텐시브2종세트,ml/스200/로160/세럼5,"21,210원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36044&type=1,미용/위생,㈜이니스프리 이니스프리 퍼펙트9 인텐시브2종세트 ml/스200/로160/세럼5,,0,Cache Miss,,21210,,
㈜지피클럽,제이멜라 인 프랑스 포레스트 듀 트래블키트,100ml*4+50ml,"7,590원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36192&type=1,미용/위생,㈜지피클럽 제이멜라 인 프랑스 포레스트 듀 트래블키트 100ml*4+50ml,,0,Max Retries,,7590,400.0,
피앤더블유인터네셔널,디스이즈명화송풍구형방향제(레몬유칼립투스),45ml,"4,130원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36088&type=1,생활용품,피앤더블유인터네셔널 디스이즈명화송풍구형방향제 레몬유칼립투스 45ml,38880.0,15,Success,https://smartstore.naver.com/main/products/9384640869,4130,45.0,89.4
코튼클럽(주),게스)스트링 포인트 드로즈,100호/L,"7,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36092&type=1,의류/군수품,코튼클럽 게스 스트링 포인트 드로즈 100호/L,,0,Cache Miss,,7480,,
(주)피죤,건조기용피죤 옐로미모사 120매,120매,"6,560원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36016&type=1,생활용품,피죤 건조기용피죤 옐로미모사 120매,,0,Cache Miss,,6560,,
서린컴퍼니(주),라운드랩 약콩 판테놀 크림 1+1 기획,본품80ml+본품80ml,"10,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36160&type=1,미용/위생,서린컴퍼니 라운드랩 약콩 판테놀 크림 1+1 기획 본품80ml+본품80ml,36725.0,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9234867266&tid=1000000061,10440,80.0,71.6
(주)에이블씨엔씨,(영외)셀라피_에이리페어 아토 로션,400ml,"8,450원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36094&type=1,미용/위생,에이블씨엔씨 영외 셀라피_에이리페어 아토 로션 400ml,19185.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4355338882&sub-id=1003&service-code=10000003&lcd=100000071,8450,400.0,56.0
주식회사 스킨이데아,메디필 EGF 스케일링 모이스처 풋 크림,130g,"4,600원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36324&type=1,미용/위생,스킨이데아 메디필 EGF 스케일링 모이스처 풋 크림 130g,10310.0,20,Success,https://smartstore.naver.com/main/products/11017645535,4600,130.0,55.4
(주)피죤,무균무때 뿌리는 락스세제 900ml,900ml,"2,670원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36100&type=1,생활용품,피죤 무균무때 뿌리는 락스세제 900ml,8900.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=F469325417&sub-id=1&service-code=10000003,2670,900.0,70.0
주식회사 아미코스메틱,비알티씨 파워옴므올인원솔루션기획세트,올인원200ml+올인원50,"7,080원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36030&type=1,미용/위생,아미코스메틱 비알티씨 파워옴므올인원솔루션기획세트 올인원200ml+올인원50,33990.0,12,Success,https://link.auction.co.kr/gate/pcs?item-no=F452769962&sub-id=1&service-code=10000003,7080,200.0,79.2
㈜이니스프리,이니스프리 퍼펙트9 인텐시브 스킨 200ml,200ml,"7,370원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36200&type=1,미용/위생,㈜이니스프리 이니스프리 퍼펙트9 인텐시브 스킨 200ml,25200.0,19,Success,https://search.shopping.naver.com/catalog/57555688715,7370,200.0,70.8
코튼클럽(주),게스)메쉬퓨징 드로즈,100호/L,"7,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36206&type=1,의류/군수품,코튼클럽 게스 메쉬퓨징 드로즈 100호/L,,0,Cache Miss,,7480,,
(주)피알앤,헤드스파7프레쉬앰플샴푸,500ml,"7,990원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36306&type=1,미용/위생,피알앤 헤드스파7프레쉬앰플샴푸 500ml,22120.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4378002439&sub-id=1003&service-code=10000003&lcd=100000071,7990,500.0,63.9
(주)브리드비인터내셔널,부케가르니 에코 그린 액체 식기세척기 세제,1000ml,"5,100원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36300&type=1,생활용품,브리드비인터내셔널 부케가르니 에코 그린 액체 식기세척기 세제 1000ml,26125.0,20,Success,https://search.shopping.naver.com/catalog/52252786660,5100,1000.0,80.5
코스코,스위스볼트 라텍스코팅장갑,l,"1,640원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36298&type=1,생활용품,코스코 스위스볼트 라텍스코팅장갑 l,,0,Cache Miss,,1640,,
주식회사 네오팩토리,액티비티스포츠쿨론티 블랙,100/170g,"11,440원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36002&type=1,의류/군수품,네오팩토리 액티비티스포츠쿨론티 블랙 100/170g,,0,Capacity Parse Failed,,11440,170.0,
㈜해브앤비,DrJartVitalHydaSolutionHydroPlump트린트먼트에센스,150ml,"11,000원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36112&type=1,미용/위생,㈜해브앤비 DrJartVitalHydaSolutionHydroPlump트린트먼트에센스 150ml,32400.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4009620235&sub-id=1003&service-code=10000003&lcd=100000005,11000,150.0,66.0
우삼코리아,콜게이트 360 센서티브 프로릴리프 칫솔,15.6g x 2입,"3,180원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36302&type=1,미용/위생,우삼코리아 콜게이트 360 센서티브 프로릴리프 칫솔 15.6g x 2입,,0,Capacity Parse Failed,,3180,31.2,
(주)엘지생활건강,한입 베이킹소다,2000g,"5,880원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36136&type=1,생활용품,엘지생활건강 한입 베이킹소다 2000g,17950.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4280639756&sub-id=1003&service-code=10000003&lcd=100000074,5880,2000.0,67.2
애경산업(주),(영외)케라시스 단백질 크림염색,내추럴브라운 60g,"3,820원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35986&type=1,미용/위생,애경산업 영외 케라시스 단백질 크림염색 내추럴브라운 60g,2687.5,4,Success,https://smartstore.naver.com/main/products/8461377618,3820,60.0,-42.1
(주)피죤,스프레이피죤 핑크로즈 490ml,490ml,"2,000원",https://www.welfare.mil.kr/shop/imgView.do?p_code=36196&type=1,생활용품,피죤 스프레이피죤 핑크로즈 490ml,8079.999999999999,20,Success,https://search.shopping.naver.com/catalog/53667300997,2000,490.0,75.2
창신리빙,시스템리빙박스18L/NM,30x46x19,"6,400원",https://www.welfare.mil.kr/shop/imgView.do?p_code=33286&type=1,생활용품,창신리빙 시스템리빙박스18L/NM 30x46x19,13300.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=E781594560&sub-id=1&service-code=10000003,6400,18000.0,51.9
한국파이롯트(주),프릭션볼노크0.5mm(지워지는볼펜),개,"1,970원",https://www.welfare.mil.kr/shop/imgView.do?p_code=32324&type=1,생활용품,한국파이롯트 프릭션볼노크0.5mm 지워지는볼펜 개,,0,Cache Miss,,1970,,
(주)드림오피스,규격(170355)클리어화일40매(디지털),40매,"1,470원",https://www.welfare.mil.kr/shop/imgView.do?p_code=35018&type=1,생활용품,드림오피스 규격 170355 클리어화일40매 디지털,,0,Cache Miss,,1470,,
동아연필,동아크로닉스3(3색볼펜),0.7mm,"1,890원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30272&type=1,생활용품,동아연필 동아크로닉스3 3색볼펜 0.7mm,,0,Cache Miss,,1890,,
